Age,Work_Experience,Family_Size,Gender_Female,Gender_Male,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Freq,Spending_Score_Freq,Category_Freq,Segmentation_Freq
35,1.0,2.0,False,True,False,True,False,True,775,2599,7018,2818
31,0.0,2.0,False,True,False,True,False,True,1750,6494,7018,2442
43,1.0,4.0,True,False,False,True,False,True,3480,1602,1089,2442
21,4.0,3.0,False,True,True,False,True,False,930,6494,563,3027
29,1.0,3.0,True,False,True,False,False,True,3480,6494,7018,2442
18,1.0,3.0,True,False,True,False,True,False,1750,6494,7018,3027
28,0.0,3.0,False,True,True,False,False,True,3480,6494,1475,2408
27,0.0,4.0,True,False,True,False,False,True,1750,6494,7018,2442
47,8.0,2.0,True,False,False,True,False,True,930,2599,7018,2442
52,1.0,4.0,False,True,False,True,False,True,403,1602,7018,2442
42,5.0,2.0,True,False,True,False,True,False,403,6494,7018,3027
57,2.0,3.0,True,False,False,True,False,True,3480,1602,7018,2442
61,0.0,2.0,False,True,False,True,False,True,775,1602,7018,2442
33,0.0,3.0,False,True,True,False,False,True,3480,6494,1475,2442
41,11.0,4.0,True,False,False,True,False,True,3480,2599,7018,2442
39,9.0,3.0,True,False,True,False,False,True,930,6494,7018,2818
40,4.0,2.0,False,True,True,False,False,True,930,6494,7018,2442
52,1.0,3.0,True,False,False,True,False,True,3480,6494,563,2442
48,1.0,2.0,True,False,False,True,False,True,3480,2599,1089,2408
33,1.0,3.0,True,False,True,False,False,True,930,6494,7018,3027
43,0.0,1.0,False,True,True,False,False,True,3480,6494,1089,2818
51,0.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
36,6.0,2.0,True,False,False,True,False,True,1250,6494,7018,2408
38,8.0,2.0,False,True,False,True,False,True,1250,6494,1089,2408
30,0.0,5.0,True,False,True,False,False,True,3480,6494,563,2818
39,1.0,4.0,False,True,True,False,False,True,403,6494,1089,3027
46,1.0,2.0,True,False,True,False,False,True,1250,6494,7018,2818
43,3.0,4.0,False,True,False,True,True,False,775,1602,7018,2408
70,0.0,2.0,False,True,False,True,False,True,844,1602,7018,2408
41,9.0,1.0,True,False,False,True,False,True,1250,6494,269,3027
39,1.0,1.0,True,False,False,True,False,True,935,6494,1089,2818
51,0.0,2.0,True,False,True,False,False,True,3480,6494,7018,2442
20,1.0,4.0,False,True,True,False,True,False,1750,6494,7018,3027
30,1.0,2.0,True,False,False,True,False,True,930,2599,1089,2408
26,10.0,1.0,False,True,True,False,False,True,403,6494,7018,3027
31,4.0,1.0,False,True,True,False,True,False,403,6494,1089,3027
33,0.0,3.0,True,False,True,False,False,True,1750,6494,1475,2408
21,1.0,3.0,True,False,True,False,True,False,930,6494,7018,3027
83,1.0,2.0,False,True,False,True,True,False,844,1602,7018,2408
70,0.0,2.0,True,False,False,True,False,True,935,1602,7018,2408
60,1.0,3.0,True,False,False,True,True,False,3480,2599,7018,2442
33,1.0,3.0,False,True,True,False,False,True,1750,6494,7018,2818
71,1.0,1.0,True,False,True,False,True,False,935,6494,1475,2818
29,5.0,2.0,False,True,False,True,False,True,935,6494,1475,2818
41,1.0,1.0,True,False,True,False,True,False,403,6494,7018,3027
55,1.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
29,1.0,4.0,False,True,True,False,True,False,1250,6494,1475,2442
76,1.0,1.0,False,True,False,True,False,True,844,6494,7018,2818
23,0.0,1.0,True,False,True,False,True,False,1750,6494,7018,3027
18,7.0,3.0,True,False,True,False,True,False,1750,6494,1475,3027
49,6.0,3.0,True,False,False,True,False,True,935,6494,1089,3027
19,9.0,5.0,False,True,True,False,True,False,1750,6494,7018,3027
81,1.0,3.0,False,True,False,True,False,True,775,1602,7018,2442
35,9.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
59,0.0,2.0,False,True,False,True,True,False,930,2599,7018,2408
32,1.0,5.0,True,False,True,False,True,False,1750,6494,1475,2408
35,1.0,4.0,False,True,False,True,False,True,3480,2599,1089,3027
56,1.0,3.0,True,False,False,True,True,False,3480,2599,1475,3027
63,1.0,1.0,True,False,False,True,False,True,3480,6494,563,2442
21,0.0,3.0,True,False,True,False,True,False,1750,6494,1475,3027
77,0.0,3.0,True,False,False,True,True,False,844,1602,7018,2818
36,2.0,1.0,False,True,True,False,False,True,3480,6494,7018,2442
22,0.0,5.0,True,False,True,False,True,False,1750,6494,1475,3027
26,5.0,4.0,False,True,False,True,True,False,775,1602,7018,3027
82,7.0,1.0,False,True,False,True,False,True,844,6494,7018,2818
18,2.0,4.0,False,True,True,False,True,False,1750,6494,7018,3027
35,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
36,0.0,2.0,False,True,False,True,True,False,930,2599,269,2818
59,1.0,2.0,False,True,False,True,False,True,3480,6494,7018,2818
61,0.0,2.0,False,True,False,True,True,False,3480,2599,7018,2442
37,0.0,1.0,True,False,True,False,False,True,1250,6494,7018,2818
25,1.0,5.0,True,False,True,False,True,False,1750,6494,1475,2408
28,0.0,4.0,True,False,True,False,True,False,1750,6494,563,2408
56,1.0,2.0,True,False,False,True,False,True,3480,6494,7018,2442
29,0.0,4.0,False,True,True,False,False,True,1750,6494,269,2408
86,1.0,2.0,True,False,False,True,False,True,844,1602,7018,2442
45,0.0,2.0,False,True,True,False,False,True,3480,6494,7018,2818
33,9.0,1.0,True,False,True,False,True,False,328,6494,7018,3027
20,1.0,4.0,False,True,True,False,True,False,1750,6494,7018,3027
25,1.0,5.0,True,False,True,False,False,True,3480,6494,1475,2408
59,1.0,3.0,False,True,False,True,False,True,3480,2599,7018,2442
51,9.0,4.0,True,False,False,True,True,False,935,2599,1475,2408
20,3.0,3.0,True,False,True,False,True,False,1750,6494,167,3027
62,1.0,3.0,True,False,False,True,True,False,3480,2599,1089,2442
75,0.0,1.0,False,True,False,True,True,False,844,6494,7018,3027
47,2.0,1.0,False,True,True,False,False,True,1250,6494,167,2818
32,8.0,1.0,True,False,True,False,True,False,328,6494,7018,3027
62,2.0,4.0,False,True,False,True,True,False,1250,2599,1089,2442
43,1.0,1.0,True,False,True,False,False,True,3480,6494,7018,2818
69,1.0,1.0,False,True,False,True,False,True,844,6494,7018,2408
38,1.0,3.0,False,True,False,True,True,False,1250,6494,1475,2818
29,1.0,4.0,True,False,True,False,True,False,935,6494,7018,2442
56,0.0,1.0,False,True,False,True,False,True,3480,6494,7018,3027
51,1.0,3.0,True,False,False,True,True,False,935,2599,1475,2408
53,9.0,1.0,False,True,False,True,False,True,775,6494,1475,3027
37,1.0,1.0,True,False,True,False,False,True,3480,6494,1089,2818
28,1.0,5.0,False,True,False,True,True,False,775,1602,7018,2818
48,1.0,3.0,True,False,False,True,False,True,3480,2599,1475,2818
74,0.0,2.0,True,False,False,True,False,True,3480,2599,7018,2408
51,1.0,4.0,False,True,False,True,False,True,1250,2599,7018,2442
88,0.0,1.0,True,False,False,True,False,True,844,6494,7018,3027
50,0.0,2.0,True,False,False,True,False,True,3480,2599,1089,2442
19,1.0,7.0,False,True,True,False,True,False,1750,6494,1475,3027
28,5.0,7.0,True,False,True,False,False,True,1750,6494,7018,3027
32,6.0,1.0,True,False,True,False,False,True,3480,6494,1089,2408
45,1.0,3.0,True,False,False,True,False,True,775,1602,1089,2408
56,1.0,3.0,False,True,False,True,False,True,1750,1602,7018,2408
33,1.0,2.0,True,False,True,False,False,True,3480,6494,7018,2442
29,1.0,3.0,False,True,True,False,False,True,3480,6494,7018,3027
53,1.0,4.0,False,True,False,True,False,True,775,1602,1475,2408
18,1.0,3.0,True,False,True,False,True,False,1750,6494,7018,3027
45,1.0,1.0,False,True,True,False,False,True,1250,6494,269,2818
86,0.0,1.0,False,True,False,True,False,True,3480,6494,7018,2818
26,9.0,4.0,True,False,True,False,False,True,930,6494,7018,3027
46,7.0,2.0,False,True,False,True,False,True,930,2599,7018,2442
35,6.0,2.0,False,True,False,True,False,True,1750,2599,7018,2818
32,8.0,6.0,True,False,True,False,False,True,403,6494,167,2818
36,1.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
25,8.0,2.0,True,False,False,True,False,True,3480,2599,1475,2442
63,0.0,4.0,True,False,False,True,False,True,3480,2599,7018,2442
23,9.0,4.0,True,False,True,False,True,False,1750,6494,7018,3027
26,9.0,8.0,True,False,True,False,False,True,935,6494,7018,2818
46,1.0,3.0,True,False,False,True,False,True,3480,1602,7018,2442
70,0.0,2.0,False,True,False,True,True,False,935,2599,7018,2408
40,1.0,4.0,True,False,False,True,False,True,935,2599,114,2408
33,6.0,1.0,False,True,True,False,False,True,1250,6494,7018,2818
48,10.0,3.0,False,True,False,True,False,True,328,6494,7018,2442
39,9.0,2.0,False,True,True,False,False,True,1250,6494,1089,3027
45,1.0,2.0,True,False,False,True,False,True,3480,2599,7018,2818
61,1.0,3.0,False,True,False,True,False,True,3480,2599,7018,2442
52,1.0,3.0,False,True,False,True,False,True,403,6494,1089,3027
26,1.0,2.0,True,False,False,True,True,False,1250,2599,1475,2818
45,8.0,2.0,True,False,False,True,False,True,328,6494,1089,2818
40,1.0,2.0,True,False,False,True,True,False,935,6494,7018,2818
42,1.0,2.0,False,True,True,False,False,True,403,6494,7018,3027
19,0.0,2.0,False,True,True,False,True,False,1750,6494,7018,3027
38,1.0,1.0,True,False,True,False,False,True,3480,6494,1089,2408
73,2.0,2.0,True,False,False,True,False,True,3480,1602,7018,2442
29,9.0,5.0,True,False,True,False,False,True,930,6494,1089,2408
35,9.0,4.0,False,True,False,True,False,True,328,2599,7018,2818
26,1.0,4.0,True,False,True,False,False,True,3480,6494,7018,2442
39,4.0,3.0,True,False,True,False,True,False,1750,6494,7018,3027
28,1.0,5.0,False,True,True,False,False,True,1750,6494,7018,3027
37,1.0,2.0,True,False,True,False,False,True,3480,6494,7018,2442
36,8.0,2.0,True,False,False,True,False,True,328,2599,269,2408
41,0.0,3.0,False,True,False,True,True,False,775,6494,167,3027
39,1.0,1.0,True,False,True,False,False,True,935,6494,7018,2818
74,1.0,1.0,False,True,False,True,False,True,844,6494,563,2442
23,0.0,3.0,True,False,True,False,True,False,1750,6494,1475,3027
25,3.0,5.0,False,True,True,False,True,False,1750,6494,563,3027
50,0.0,5.0,True,False,False,True,True,False,3480,2599,1475,2408
67,1.0,2.0,True,False,False,True,True,False,844,1602,7018,3027
30,2.0,3.0,True,False,True,False,False,True,1750,6494,7018,2408
66,0.0,2.0,False,True,False,True,True,False,1250,2599,7018,2408
29,0.0,2.0,False,True,False,True,False,True,1250,6494,7018,2408
43,4.0,1.0,True,False,False,True,True,False,3480,6494,7018,2408
56,0.0,1.0,True,False,False,True,False,True,3480,6494,7018,2408
42,1.0,3.0,True,False,False,True,False,True,935,1602,1089,2818
39,7.0,1.0,True,False,True,False,False,True,3480,6494,7018,2818
40,0.0,1.0,True,False,True,False,False,True,935,6494,7018,2818
26,1.0,1.0,False,True,True,False,False,True,1750,6494,7018,3027
39,0.0,1.0,True,False,False,True,False,True,3480,6494,7018,2818
46,1.0,2.0,True,False,True,False,False,True,935,6494,269,3027
40,1.0,3.0,True,False,False,True,False,True,3480,1602,7018,2408
78,0.0,2.0,True,False,False,True,True,False,844,1602,7018,2818
45,8.0,4.0,True,False,False,True,False,True,328,1602,7018,2408
58,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
31,0.0,4.0,True,False,True,False,False,True,1250,6494,7018,2818
57,1.0,4.0,True,False,False,True,False,True,935,6494,1089,2442
32,0.0,4.0,False,True,True,False,False,True,1750,6494,7018,2408
27,6.0,4.0,False,True,False,True,True,False,1250,6494,7018,2818
27,6.0,4.0,False,True,True,False,True,False,1250,6494,7018,3027
25,9.0,4.0,False,True,True,False,False,True,1750,6494,1475,2442
57,1.0,2.0,False,True,False,True,True,False,775,6494,7018,2442
18,11.0,1.0,False,True,True,False,True,False,1750,6494,1475,3027
69,0.0,2.0,True,False,False,True,False,True,3480,6494,7018,2442
59,1.0,2.0,False,True,False,True,True,False,935,6494,1475,2818
36,7.0,2.0,True,False,False,True,False,True,1250,2599,7018,2408
19,1.0,3.0,False,True,True,False,True,False,1750,6494,7018,3027
40,9.0,2.0,True,False,False,True,False,True,3480,6494,7018,2442
20,8.0,5.0,True,False,True,False,True,False,935,6494,1475,3027
63,1.0,3.0,True,False,False,True,False,True,3480,2599,7018,2442
42,1.0,1.0,True,False,True,False,False,True,328,6494,7018,2818
42,3.0,4.0,False,True,False,True,False,True,1250,2599,7018,2408
30,1.0,3.0,False,True,False,True,False,True,1250,2599,1475,3027
25,7.0,2.0,True,False,False,True,True,False,935,2599,1475,3027
48,1.0,4.0,False,True,False,True,True,False,775,2599,7018,2818
52,0.0,3.0,True,False,False,True,False,True,3480,6494,7018,2408
35,8.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
74,0.0,1.0,True,False,False,True,True,False,844,6494,7018,3027
33,8.0,4.0,True,False,False,True,True,False,328,2599,1475,3027
45,11.0,9.0,False,True,False,True,True,False,775,1602,1475,2818
49,1.0,1.0,False,True,False,True,True,False,3480,6494,7018,2442
37,8.0,2.0,False,True,False,True,False,True,930,2599,7018,2818
40,0.0,5.0,True,False,False,True,True,False,935,6494,7018,2442
29,0.0,3.0,True,False,True,False,True,False,3480,6494,1475,2818
72,2.0,7.0,False,True,False,True,True,False,775,1602,1475,2818
49,2.0,4.0,True,False,False,True,False,True,328,2599,7018,2408
26,0.0,4.0,False,True,True,False,True,False,1750,6494,7018,3027
55,0.0,4.0,False,True,False,True,False,True,1250,2599,7018,2442
28,14.0,2.0,False,True,True,False,False,True,1250,6494,7018,3027
52,1.0,1.0,False,True,True,False,False,True,1250,6494,1089,2818
59,1.0,2.0,True,False,False,True,True,False,328,1602,7018,2408
19,1.0,2.0,False,True,True,False,True,False,1750,6494,7018,3027
52,1.0,3.0,False,True,False,True,False,True,3480,2599,7018,2442
41,0.0,1.0,True,False,True,False,True,False,3480,6494,7018,2818
22,8.0,6.0,False,True,True,False,True,False,1750,1602,1475,3027
56,0.0,2.0,True,False,False,True,False,True,935,1602,7018,2408
51,9.0,1.0,True,False,False,True,False,True,403,2599,1089,2818
57,0.0,2.0,False,True,False,True,False,True,1250,6494,7018,2818
60,0.0,4.0,False,True,False,True,False,True,1250,6494,7018,2818
27,14.0,3.0,False,True,True,False,True,False,1250,6494,7018,3027
50,0.0,3.0,False,True,False,True,False,True,930,2599,563,2408
40,2.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
69,9.0,2.0,True,False,False,True,False,True,3480,1602,7018,2442
41,1.0,1.0,True,False,True,False,False,True,403,6494,7018,3027
70,1.0,1.0,False,True,False,True,True,False,1250,6494,7018,2818
32,1.0,1.0,False,True,True,False,False,True,1250,6494,1475,2818
20,1.0,4.0,True,False,True,False,True,False,403,6494,7018,2442
73,0.0,1.0,True,False,True,False,False,True,844,6494,7018,2408
19,7.0,5.0,False,True,True,False,True,False,935,6494,563,3027
70,1.0,2.0,False,True,False,True,True,False,3480,2599,7018,2442
33,9.0,2.0,False,True,False,True,False,True,930,2599,1475,3027
49,1.0,5.0,True,False,False,True,False,True,3480,2599,7018,2442
89,1.0,3.0,True,False,False,True,False,True,844,1602,7018,2818
25,6.0,1.0,False,True,True,False,True,False,930,6494,7018,3027
35,5.0,2.0,True,False,False,True,False,True,935,6494,7018,2408
39,5.0,2.0,True,False,False,True,False,True,930,6494,563,2408
47,0.0,2.0,False,True,False,True,False,True,3480,2599,1089,2442
48,1.0,1.0,True,False,True,False,False,True,3480,6494,269,3027
45,5.0,5.0,False,True,False,True,False,True,935,2599,7018,2408
20,1.0,5.0,False,True,True,False,True,False,1750,6494,7018,3027
46,2.0,2.0,True,False,False,True,False,True,3480,6494,7018,2442
84,1.0,1.0,False,True,False,True,False,True,844,6494,7018,2818
26,1.0,2.0,True,False,True,False,True,False,935,6494,7018,2818
31,1.0,1.0,True,False,True,False,False,True,3480,6494,7018,2818
51,0.0,5.0,False,True,False,True,False,True,1250,1602,1089,2818
52,9.0,4.0,False,True,False,True,True,False,775,2599,7018,2818
53,9.0,1.0,False,True,False,True,False,True,775,6494,1475,3027
42,4.0,2.0,False,True,True,False,False,True,3480,6494,563,2818
47,9.0,3.0,True,False,True,False,False,True,328,6494,1475,2818
41,0.0,3.0,True,False,False,True,False,True,3480,6494,7018,2818
52,2.0,4.0,False,True,False,True,False,True,3480,2599,7018,2818
30,0.0,5.0,True,False,True,False,False,True,930,6494,7018,3027
47,0.0,2.0,False,True,False,True,True,False,3480,6494,7018,2818
61,0.0,4.0,False,True,False,True,True,False,935,6494,7018,3027
33,1.0,2.0,False,True,True,False,True,False,1750,6494,7018,2818
31,9.0,2.0,False,True,False,True,True,False,775,2599,7018,2818
31,0.0,2.0,True,False,False,True,True,False,1250,2599,1475,3027
47,1.0,3.0,False,True,False,True,False,True,3480,2599,7018,2442
86,0.0,2.0,True,False,False,True,False,True,844,1602,7018,2442
31,0.0,2.0,False,True,False,True,False,True,1250,2599,7018,2818
30,0.0,5.0,False,True,True,False,True,False,930,6494,7018,3027
32,0.0,3.0,True,False,True,False,False,True,403,6494,563,2408
41,7.0,2.0,False,True,False,True,False,True,3480,1602,1089,2442
37,3.0,2.0,True,False,False,True,True,False,935,1602,7018,3027
51,1.0,1.0,True,False,True,False,True,False,1250,6494,7018,2818
46,1.0,4.0,False,True,False,True,False,True,3480,2599,7018,2408
65,1.0,2.0,False,True,False,True,True,False,775,1602,7018,2818
38,8.0,1.0,False,True,True,False,False,True,1750,6494,7018,2818
38,0.0,1.0,True,False,True,False,False,True,775,1602,1089,3027
21,7.0,5.0,True,False,True,False,True,False,1750,6494,563,3027
21,0.0,5.0,False,True,True,False,True,False,1750,6494,7018,3027
75,3.0,2.0,True,False,False,True,False,True,844,1602,7018,2818
68,0.0,2.0,False,True,False,True,True,False,775,1602,1475,3027
22,1.0,5.0,True,False,True,False,True,False,930,6494,7018,2442
35,9.0,1.0,True,False,True,False,False,True,1750,6494,7018,3027
35,1.0,4.0,False,True,False,True,False,True,3480,2599,7018,2442
72,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2408
68,2.0,1.0,False,True,False,True,False,True,3480,6494,7018,2408
27,7.0,3.0,False,True,True,False,True,False,930,6494,7018,2442
33,1.0,1.0,True,False,True,False,True,False,1250,6494,1089,2818
69,1.0,2.0,True,False,False,True,False,True,1250,1602,7018,2408
22,0.0,5.0,False,True,True,False,True,False,1750,6494,563,3027
47,1.0,2.0,False,True,False,True,True,False,1250,6494,7018,2818
53,8.0,1.0,False,True,False,True,False,True,3480,6494,7018,2818
63,1.0,2.0,False,True,False,True,False,True,3480,2599,1475,3027
32,8.0,1.0,True,False,False,True,True,False,3480,6494,7018,3027
41,5.0,1.0,True,False,False,True,False,True,1250,1602,1089,3027
38,0.0,2.0,False,True,False,True,False,True,1250,6494,1475,2818
25,0.0,3.0,True,False,True,False,True,False,930,6494,7018,2408
57,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2408
37,1.0,1.0,False,True,True,False,False,True,930,6494,563,2408
33,0.0,5.0,True,False,False,True,False,True,1250,6494,7018,2408
48,1.0,4.0,True,False,False,True,False,True,1250,2599,7018,2818
22,0.0,6.0,True,False,True,False,True,False,1750,6494,7018,3027
68,1.0,2.0,False,True,False,True,True,False,775,1602,7018,2818
35,13.0,1.0,False,True,True,False,False,True,3480,6494,7018,2408
27,1.0,4.0,False,True,True,False,True,False,1750,6494,7018,3027
52,1.0,4.0,False,True,False,True,False,True,3480,6494,7018,2442
46,8.0,1.0,False,True,False,True,True,False,1250,6494,1089,2818
40,0.0,4.0,True,False,True,False,False,True,3480,6494,1089,2818
46,1.0,4.0,False,True,False,True,False,True,1250,2599,7018,2442
62,1.0,1.0,True,False,False,True,False,True,328,6494,563,2408
43,8.0,1.0,True,False,False,True,False,True,1250,6494,7018,2408
46,1.0,1.0,False,True,False,True,False,True,1250,6494,7018,2408
42,9.0,1.0,True,False,True,False,False,True,3480,6494,7018,2442
31,1.0,4.0,True,False,True,False,False,True,1750,6494,7018,3027
19,1.0,6.0,False,True,True,False,True,False,1250,6494,1475,2442
36,1.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
43,5.0,2.0,False,True,False,True,False,True,935,1602,1089,2818
32,9.0,4.0,False,True,True,False,True,False,930,6494,1089,3027
40,8.0,2.0,False,True,True,False,False,True,3480,6494,1089,2408
48,0.0,2.0,True,False,False,True,False,True,935,1602,1475,2408
38,7.0,1.0,False,True,True,False,False,True,930,6494,7018,2442
68,2.0,3.0,False,True,False,True,True,False,844,6494,1475,2818
38,1.0,4.0,True,False,True,False,False,True,403,6494,1475,3027
35,2.0,3.0,False,True,False,True,False,True,3480,6494,563,2408
52,1.0,1.0,True,False,True,False,False,True,3480,6494,7018,2442
60,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
26,1.0,5.0,True,False,True,False,False,True,1750,6494,7018,2408
28,5.0,4.0,True,False,True,False,False,True,3480,6494,7018,3027
75,1.0,1.0,False,True,False,True,True,False,844,6494,1475,3027
25,2.0,2.0,True,False,False,True,True,False,1250,6494,7018,3027
35,8.0,2.0,True,False,False,True,False,True,3480,2599,7018,2442
56,0.0,1.0,False,True,False,True,False,True,930,6494,7018,2818
41,2.0,2.0,False,True,False,True,False,True,1250,2599,7018,2818
37,1.0,1.0,False,True,True,False,False,True,403,6494,7018,2818
36,1.0,2.0,True,False,True,False,False,True,1750,6494,7018,2818
31,0.0,2.0,True,False,True,False,False,True,3480,6494,7018,2818
68,0.0,2.0,False,True,False,True,True,False,844,6494,7018,3027
30,1.0,4.0,False,True,True,False,True,False,1750,6494,563,3027
62,1.0,2.0,False,True,False,True,True,False,3480,2599,7018,2442
39,10.0,1.0,True,False,True,False,False,True,328,6494,563,3027
72,0.0,7.0,True,False,False,True,True,False,844,1602,1089,3027
31,1.0,3.0,False,True,True,False,False,True,1750,6494,7018,2442
65,1.0,4.0,True,False,False,True,False,True,3480,2599,7018,2442
68,1.0,1.0,False,True,False,True,False,True,3480,6494,7018,2818
39,1.0,4.0,False,True,False,True,True,False,1250,2599,1475,2408
52,1.0,2.0,True,False,False,True,False,True,1250,6494,1089,2408
28,8.0,4.0,True,False,True,False,True,False,1750,6494,1089,2442
43,8.0,2.0,False,True,False,True,False,True,3480,2599,7018,2408
77,1.0,2.0,False,True,False,True,False,True,3480,1602,7018,2818
42,13.0,1.0,True,False,True,False,False,True,3480,6494,7018,2442
31,14.0,4.0,False,True,True,False,False,True,1750,6494,7018,2408
21,1.0,4.0,False,True,True,False,True,False,930,6494,7018,2442
85,0.0,3.0,True,False,True,False,False,True,844,6494,7018,2818
26,1.0,2.0,False,True,True,False,False,True,3480,6494,7018,2818
35,0.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
76,1.0,2.0,True,False,False,True,False,True,3480,1602,7018,2442
37,9.0,1.0,True,False,True,False,True,False,328,6494,7018,3027
33,2.0,4.0,False,True,True,False,True,False,930,6494,7018,2818
52,1.0,4.0,False,True,False,True,True,False,930,2599,1089,2408
40,0.0,1.0,True,False,False,True,False,True,3480,6494,7018,2408
79,0.0,1.0,False,True,True,False,True,False,844,6494,1475,3027
47,0.0,3.0,False,True,True,False,False,True,935,6494,7018,2818
78,3.0,2.0,True,False,False,True,True,False,1250,2599,7018,2818
50,0.0,4.0,False,True,False,True,False,True,775,1602,7018,2442
46,1.0,2.0,True,False,False,True,False,True,3480,2599,7018,2408
47,1.0,1.0,False,True,False,True,False,True,328,6494,7018,2408
37,0.0,2.0,True,False,True,False,True,False,3480,6494,7018,3027
35,11.0,2.0,True,False,False,True,True,False,3480,6494,1475,2818
51,9.0,3.0,False,True,False,True,True,False,775,2599,1475,2818
51,1.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
71,8.0,2.0,True,False,False,True,False,True,844,1602,7018,2442
80,7.0,2.0,False,True,False,True,True,False,844,6494,1089,2442
77,0.0,1.0,False,True,False,True,True,False,844,6494,7018,2818
60,0.0,3.0,False,True,False,True,False,True,3480,6494,7018,2442
53,1.0,3.0,True,False,False,True,False,True,3480,2599,7018,2442
43,0.0,1.0,True,False,False,True,False,True,930,6494,7018,2408
49,11.0,2.0,True,False,False,True,True,False,3480,6494,1089,2818
30,8.0,3.0,False,True,True,False,True,False,1750,6494,7018,2818
42,1.0,2.0,False,True,False,True,True,False,775,2599,1089,2818
62,1.0,4.0,True,False,False,True,False,True,3480,6494,1475,2442
22,1.0,4.0,False,True,False,True,True,False,1750,1602,1089,3027
48,0.0,2.0,True,False,False,True,False,True,3480,2599,1089,2408
66,0.0,1.0,False,True,False,True,False,True,844,6494,7018,3027
25,0.0,3.0,False,True,False,True,True,False,775,1602,167,2818
26,1.0,5.0,False,True,True,False,False,True,1750,6494,7018,3027
42,1.0,4.0,False,True,False,True,False,True,775,1602,7018,2408
52,0.0,4.0,False,True,False,True,False,True,1750,2599,7018,2442
18,5.0,4.0,True,False,True,False,True,False,1750,6494,7018,3027
58,1.0,2.0,True,False,False,True,False,True,3480,2599,7018,2442
37,0.0,4.0,False,True,False,True,False,True,3480,2599,7018,2408
39,2.0,5.0,False,True,False,True,True,False,775,1602,7018,2408
19,0.0,3.0,False,True,False,True,True,False,775,1602,1475,2818
46,9.0,1.0,True,False,False,True,True,False,935,2599,1475,2818
68,0.0,2.0,False,True,False,True,False,True,844,1602,7018,2442
41,0.0,2.0,False,True,False,True,True,False,3480,2599,7018,2408
25,0.0,1.0,False,True,True,False,False,True,1750,6494,7018,3027
50,1.0,5.0,False,True,False,True,True,False,3480,2599,1475,2408
30,1.0,2.0,True,False,False,True,True,False,3480,2599,1089,3027
59,1.0,2.0,False,True,False,True,False,True,3480,6494,7018,2818
52,0.0,4.0,True,False,False,True,False,True,3480,2599,7018,2442
31,4.0,7.0,False,True,True,False,True,False,930,6494,1475,3027
80,0.0,1.0,False,True,False,True,False,True,844,6494,7018,3027
51,1.0,4.0,False,True,False,True,False,True,3480,2599,7018,2408
39,2.0,4.0,True,False,False,True,False,True,3480,2599,7018,2442
29,1.0,4.0,False,True,True,False,False,True,930,6494,7018,2408
23,1.0,5.0,False,True,True,False,True,False,1750,6494,7018,3027
53,4.0,5.0,True,False,False,True,False,True,3480,2599,7018,2442
33,11.0,9.0,False,True,False,True,False,True,775,1602,1475,2818
69,0.0,4.0,False,True,False,True,False,True,844,1602,7018,2442
33,1.0,3.0,True,False,True,False,True,False,930,6494,7018,3027
52,1.0,3.0,True,False,False,True,False,True,935,2599,1089,2408
48,9.0,3.0,True,False,False,True,True,False,775,2599,563,2408
28,8.0,2.0,False,True,False,True,True,False,930,6494,7018,2818
29,8.0,1.0,True,False,True,False,False,True,3480,6494,7018,2408
47,0.0,1.0,True,False,False,True,False,True,3480,6494,1475,2408
40,14.0,6.0,True,False,True,False,True,False,930,6494,269,3027
72,0.0,2.0,False,True,False,True,True,False,844,1602,7018,2818
63,1.0,4.0,True,False,False,True,True,False,3480,2599,7018,2442
27,0.0,4.0,False,True,True,False,False,True,1250,6494,563,2442
38,9.0,5.0,True,False,False,True,True,False,930,2599,1475,3027
59,4.0,4.0,False,True,False,True,False,True,3480,1602,7018,2408
38,11.0,3.0,False,True,False,True,False,True,930,2599,7018,2818
22,1.0,4.0,True,False,True,False,True,False,930,6494,269,2408
25,3.0,4.0,True,False,True,False,True,False,930,6494,1089,2442
49,1.0,1.0,False,True,False,True,False,True,3480,6494,7018,2818
45,0.0,2.0,False,True,False,True,False,True,3480,2599,7018,2442
21,7.0,3.0,False,True,True,False,True,False,403,6494,7018,2408
26,0.0,3.0,True,False,True,False,True,False,935,6494,7018,3027
52,8.0,4.0,True,False,False,True,False,True,3480,2599,7018,2818
27,1.0,5.0,False,True,True,False,False,True,1250,6494,1475,3027
